,R1,R2
0,2.3718761798410344,4.994710022680454
1,2.171405011264202,4.9913568157193
2,2.17147432930707,4.991444505507449
3,2.146027807450471,4.987607875444974
4,2.1464969868084895,4.988842566505714
5,2.1462289110036004,4.988251723766677
6,2.1459324060523284,4.987591828877353
7,2.145883672238072,4.987483669238892
8,2.1042158230908505,4.988551332511988
9,2.1047746925103072,4.989825611438371
10,2.104742184811922,4.989751185018306
11,2.1047296090588823,4.989722435285955
12,2.085111658937727,4.986283000277388
13,2.0408775363411626,4.987749267443274
14,2.0055763496592225,4.984915262862064
15,2.004937758794285,4.983308836456763
16,1.9502899325908931,4.981140270534237
17,1.9292291015925453,4.98036512149879
18,1.8318583657544265,4.968206639679012
19,1.8320393019514225,4.968803888484761
20,1.791460554855464,4.9642512538096355
21,1.7198162530745753,4.946748573844652
22,1.7207793483325193,4.949666852711294
23,1.687088929548279,4.9412810480584985
24,1.59666390043475,4.889037437881367
25,1.5572609654337888,4.845521188287971
26,1.557684777530884,4.8469196060797435
27,1.5570643795915466,4.845020812548946
28,1.5576750655862683,4.8468531841634865
29,1.5563315149137942,4.842820388522067
30,1.5385177170607913,4.810131990654034
31,1.5405780329193575,4.816373313535796
32,1.5391012665040547,4.81192781910031
33,1.5391179079211188,4.8120388328978505
34,1.524117880649491,4.768537362420835
35,1.5255005800416535,4.773202582213274
36,1.5265420060644352,4.776358645878519
37,1.5088242400570455,4.460901344671701
38,1.5123752814270635,4.471428687580509
39,1.509419041166754,4.462724523514084
40,3.4762450386759154,3.2794240950408153
41,3.478699281130517,3.281648762012346
42,3.4764485747173404,3.2211012394440446
43,3.472595798389652,3.0945165830691006
44,3.4724591528224433,3.094356188915079
45,3.4710034690814275,3.0135250562750775
46,3.468483925768414,3.0113621936866966
47,3.4704780009915273,3.013154103527083
48,3.4685219528375897,3.0113957474582844
49,3.46419182576265,2.942347453570947
50,3.4634428507875894,2.9415223456344664
51,3.464291002574889,2.9422689511676534
52,3.4654075665341093,2.94328895001898
53,3.465699731641934,2.9067017941393174
54,3.4665553262192113,2.907481078776288
55,3.451001009661977,2.7015582966182294
