,R1,R2
56,3.4532316829679717,2.703371580874229
57,3.455655614251177,2.7054013239661288
58,3.456222613117894,2.705879922279386
59,3.4560146530902385,2.705702425338707
60,3.449894026711913,2.6834995841156157
61,3.4505295406227803,2.684027139243468
62,3.4415181762099962,2.60623665480985
63,3.438612257058716,2.598606560906358
64,3.4378039532870117,2.5584680234789876
65,3.4355526705697486,2.556832152085368
66,3.430566169965885,2.49869739754865
67,3.42968274820914,2.4981304279875265
68,3.4091581644314064,2.385704891655851
69,3.3992042220044447,2.3521276787331633
70,3.383068831755962,2.2821442887618018
71,3.382469742809486,2.2818131062404294
72,3.3823329632790164,2.281719626852738
73,3.382829930982838,2.2821201260386847
74,3.3493055324769028,2.1997182731117544
75,3.345232046503204,2.196990198374484
76,3.2248989645896122,2.0644444435145077
77,3.1565803658681153,2.0377146494018863
78,3.1575479281545333,2.0383762459756984
79,2.010812528257041,4.983267138729346
80,2.0133832443884057,4.989478558752733
81,2.0112206952551337,4.984333298368509
82,2.0135151187897806,4.98979584322554
83,2.012622614173679,4.987686535541317
84,2.0111363861591816,4.9841711090800285
85,2.006175985400907,4.984205452364891
86,1.957489509046584,4.98071720762693
87,1.9566784992804513,4.978821025058517
88,1.8381981010438944,4.972413342359457
89,1.8372710105212229,4.9698809628036225
90,1.838219460386515,4.972341126230266
91,1.816362076195241,4.965362815161823
92,1.8170005941938587,4.967313751356314
93,1.8173372426761583,4.968215468300214
94,1.7574576629295233,4.959048866812498
95,1.6408502922381356,4.92271850733745
96,1.6406612846764594,4.922065974551858
97,1.617535879575422,4.908837878904564
98,1.576857522739173,4.873062187746377
99,1.5352820405307697,4.801337120001757
100,1.530123930961971,4.788053602653286
101,1.5306834600921417,4.789925750608958
102,1.5315901836383659,4.792673173668913
103,1.5317994598105136,4.793215745955808
104,1.5328290056410432,4.796269618481235
105,1.505143384424863,4.604306882585427
106,3.4788479245539605,3.22257707697456
107,3.472431109558546,3.053902955155352
108,3.474644454597087,3.056008650018341
109,3.45538477074538,2.7469054551848378
110,3.453463897410448,2.745384386979726
111,3.441848944405977,2.616462297291169
112,3.443993930584153,2.6180606610216395
113,3.443672715723086,2.61779720950836
114,3.4246360977907373,2.4614389150255267
115,3.425442895623462,2.4621266199068486
116,3.425530596972667,2.4621994085852417
117,3.4251529101427964,2.4619095580749635
118,3.410663705896833,2.3897866770944587
119,3.411123383462189,2.3901734621712194
120,3.410595842001809,2.389789393203907
121,3.415277191217283,2.3932739002221504
122,3.359162647091661,2.2209290778316926
123,3.3563427339008634,2.2190987086253133
124,3.3616769291370745,2.222767831164385
125,3.358761798412303,2.2207870745945697
126,3.3566761800216485,2.219305539425446
127,3.3583022570491554,2.220391463168267
128,3.331830642816402,2.1731661175661565
129,3.2773388597426205,2.103843275417546
130,3.183498276362322,2.045975817253991
131,3.1546401363469716,2.0374845473054015
132,3.1540451371517566,2.037174163376437
133,3.120644285590431,2.028673813185996
134,3.123504399092756,2.030494960912959
135,3.1227647033586026,2.0299953414197396
136,3.1227901570137835,2.0299924695453044
137,3.1228990856829113,2.0300866589234894
138,2.020545877855399,4.981612569865887
139,1.9439401277950765,4.982301449479284
140,1.9263520214131642,4.977307629013377
141,1.926852254959441,4.978688283185909
142,1.9018549557328899,4.974018502127467
143,1.8333272191407284,4.973569795605795
144,1.764786082896791,4.959195647735795
145,1.7636062500908856,4.961053362660554
146,1.7242928466387732,4.95285095651591
147,1.6798355275843495,4.941233701298715
148,1.6687083374067768,4.934487386330584
149,1.6448384877476234,4.9223800144487955
150,1.6460795624225661,4.926021315151932
151,1.6204332575119182,4.9089856616147145
152,1.6092997911404472,4.897825109846739
153,1.610528859884512,4.901714624922265
154,1.612643729211091,4.9079536685555585
155,1.6109497418136738,4.90302074175695
156,1.6125813269019724,4.90776999665282
157,1.6110382047148002,4.903200925070734
158,1.612416561872861,4.9072863073424315
159,1.5594791927553504,4.850760891567527
160,1.5255903511849527,4.773573731986159
161,1.5113930904745354,4.4434240491622345
162,3.4794227508699906,3.2868335699224214
163,3.476324071299685,3.2222568290013927
164,3.472053050946268,3.052753480355233
165,3.474769658373622,3.055298442647621
166,3.4726235072004545,3.053325314096008
167,3.452622883406648,2.737857075697622
168,3.4525294767881474,2.737707619619127
169,3.4440292526318412,2.6337169666346623
170,3.4465103924845173,2.6356123878569915
171,3.438353825356676,2.560623730113684
172,3.4195091081788167,2.449400566729873
173,3.424537299015623,2.453083873946997
174,3.4170114733015517,2.4367172970411004
175,3.4234079804130872,2.441414149932579
176,3.417944413948455,2.437330573397508
177,3.423019130251278,2.4411210317582945
178,3.41786349847897,2.4372591338127063
179,3.4104648571140856,2.383370795882877
180,3.39741325810874,2.3502261835139553
181,3.395957367525189,2.340098169065008
182,3.3953449455325644,2.334477381382106
183,3.3486809002796645,2.2051483326072296
184,3.353228472702722,2.208101314853163
185,3.2915499113345272,2.1185287668192614
186,3.297259034282536,2.1221582792059563
187,3.295553196039918,2.121044214475424
188,3.296511338504632,2.1216762302023056
189,3.2523662673848213,2.082128399926075
190,3.252957609537584,2.082507070944776
191,3.1712995883961206,2.041425338321673
192,3.174033612108527,2.0432054220651605
193,2.0043029891805184,4.982876028015155
194,2.005132274987568,4.984948440384377
195,2.004290728768182,4.982933902196387
196,2.0052058668966075,4.985124514649499
197,1.9710807613318868,4.984925890330549
198,1.970021718142111,4.9821812227395
199,1.9687335944296251,4.979023597896451
